ca_type
Elementary Cellular Automata
Multi-Color Nearest-Neighbor Cellular Automata
Totalistic Cellular Automata
Three-Color Totalistic Cellular Automata
Higher-Color Totalistic Cellular Automata
Quiescent-Background-Preserving Cellular Automata
Left-Right Symmetric Cellular Automata
Initial-Condition Classes
Mobile Automata
Extended Mobile Automata
Generalized Mobile Automata
Turing Machines
Neighbor-Independent Substitution Systems
Neighbor-Dependent Substitution Systems
Creation-Destruction Substitution Systems
Sequential Substitution Systems
Tag Systems
Cyclic Tag Systems
Register Machines
Symbolic Systems
Two-Dimensional Cellular Automata
Moore-Neighborhood Cellular Automata
Three-Dimensional Cellular Automata
Higher-Dimensional Lattice Cellular Automata
Two-Dimensional Turing Machines
Two-Dimensional Substitution Systems
Geometric Replacement And Fractal Systems
Neighbor-Dependent Two-Dimensional Substitution Systems
Network Systems
Multiway Systems
Local Constraint Systems
Template Constraint Systems
Seeded Template Constraint Systems
Arithmetic Iteration Systems
Piecewise Integer Maps
Digit-Reversal Arithmetic Systems
Recursive Sequences
Variable-Index Recursive Sequences
Number-Theoretic Filtering Systems
Mathematical-Constant Digit Systems
Function-Combination Systems
Continued-Fraction-Driven Substitution Systems
Iterated Maps
Continuous Cellular Automata
Partial Differential Equation Systems
